HPO,PDR
Enlarged epiphysis of the middle phalanx of the 2nd toe,200
Enlarged epiphysis of the distal phalanx of the 3rd toe,200
Enlarged epiphysis of the proximal phalanx of the 2nd toe,200
Enlarged epiphyses of the toes,200
Enlarged epiphysis of the distal phalanx of the 2nd toe,200
Enlarged epiphyses of the 2nd toe,200
Enlarged epiphyses of the 3rd toe,200
Ivory epiphysis of the proximal phalanx of the 5th toe,200
Abnormality of the epiphysis of the distal phalanx of the 5th toe,200
Irregular epiphyses of the 3rd toe,200
Fragmentation of the epiphysis of the proximal phalanx of the hallux,200
Fragmentation of the epiphyses of the hallux,200
Fragmentation of the epiphysis of the 1st metatarsal,200
Irregular epiphysis of the proximal phalanx of the 3rd toe,200
Fragmentation of the epiphyses of the 5th toe,200
Fragmentation of the epiphysis of the distal phalanx of the 5th toe,200
Fragmentation of the epiphysis of the proximal phalanx of the 5th toe,200
Enlarged epiphysis of the middle phalanx of the 3rd toe,200
Pseudoepiphysis of the distal phalanx of the 5th toe,200
Enlarged epiphysis of the proximal phalanx of the 3rd toe,200
Irregular epiphysis of the distal phalanx of the 3rd toe,200
Absent epiphysis of the proximal phalanx of the 5th toe,200
Ivory epiphysis of the distal phalanx of the 5th toe,200
Ivory epiphysis of the middle phalanx of the 5th toe,200
Absent epiphyses of the 5th toe,200
Ivory epiphyses of the 5th toe,200
Irregular epiphysis of the middle phalanx of the 3rd toe,200
Fragmentation of the epiphysis of the distal phalanx of the hallux,200
Pseudoepiphyses of the 5th toe,200
Absent epiphysis of the middle phalanx of the 5th toe,200
Small epiphysis of the middle phalanx of the 3rd toe,200
Pseudoepiphysis of the middle phalanx of the 5th toe,200
Abnormality of the epiphyses of the 5th toe,200
Fragmentation of the epiphysis of the middle phalanx of the 5th toe,200
Pseudoepiphysis of the proximal phalanx of the 5th toe,200
Absent epiphysis of the distal phalanx of the 5th toe,200
Bracket epiphyses of the hallux,200
Bracket epiphysis of the distal phalanx of the 5th toe,200
Bracket epiphysis of the distal phalanx of the hallux,200
Bracket epiphysis of the middle phalanx of the 5th toe,200
Bracket epiphysis of the proximal phalanx of the hallux,200
Bracket epiphyses of the 5th toe,200
Bracket epiphysis of the proximal phalanx of the 5th toe,200
Triangular epiphysis of the proximal phalanx of the 5th toe,200
Triangular epiphysis of the distal phalanx of the hallux,200
Triangular epiphyses of the hallux,200
Triangular epiphysis of the distal phalanx of the 5th toe,200
Triangular epiphyses of the 5th toe,200
Triangular epiphysis of the proximal phalanx of the hallux,200
Triangular epiphysis of the middle phalanx of the 5th toe,200
Oculomotor nerve palsy,200
Nausea,200
Flat face,200
Bilateral wrist flexion contracture,200
Unilateral wrist flexion contracture,200
Wrist flexion contracture,200
Brachyturricephaly,200
Recurrent cerebral hemorrhage,200
Subungual hyperkeratotic fragments,200
Mongolian blue spot,200
Large cafe-au-lait macules with irregular margins,200
Hypermelanotic macule,200
Flared humeral metaphysis,200
Olivopontocerebellar hypoplasia,200
Metacarpal osteolysis,200
Osteolytic defects of the 1st metacarpal,200
Short distal phalanx of the 2nd finger,200
Absent lower eyelashes,200
Absent inner eyelashes,200
Abnormality of palatopharyngeus muscle,200
Small epiphysis of the distal phalanx of the hallux,201
Small epiphyses of the hallux,201
Small epiphysis of the proximal phalanx of the hallux,201
Irregular epiphysis of the proximal phalanx of the hallux,201
Irregular epiphysis of the distal phalanx of the hallux,201
Irregular epiphysis of the 1st metatarsal,201
Irregular epiphyses of the hallux,201
Irregular epiphysis of the middle phalanx of the 5th toe,201
Irregular epiphysis of the proximal phalanx of the 5th toe,201
Irregular epiphyses of the 5th toe,201
Irregular epiphysis of the distal phalanx of the 5th toe,201
Enlarged epiphyses of the hallux,201
Enlarged epiphysis of the distal phalanx of the hallux,201
Enlarged epiphysis of the proximal phalanx of the hallux,201
Enlarged epiphysis of the 1st metatarsal,201
Enlarged epiphysis of the distal phalanx of the 5th toe,201
Enlarged epiphyses of the 5th toe,201
Small epiphysis of the distal phalanx of the 5th toe,201
Small epiphysis of the middle phalanx of the 5th toe,201
Enlarged epiphysis of the proximal phalanx of the 5th toe,201
Small epiphysis of the proximal phalanx of the 5th toe,201
Small epiphyses of the 5th toe,201
Enlarged epiphysis of the middle phalanx of the 5th toe,201
Advanced ossification of the humeral epiphysis,201
Irregular ossification of the humeral epiphyses,201
Absent humeral epiphyseal ossification,201
Multicentric ossification of proximal humeral epiphyses,201
Ankle weakness,201
Retinal telangiectasia,201
Dysharmonic delayed bone age,201
Delayed skeletal maturation,201
Subungual hyperkeratosis,201
Short 5th metacarpal,201
Abdominal colic,201
Macular hyperpigmented dermopathy,201
Mild fetal ventriculomegaly,201
Decreased movement range in interphalangeal joints,201
Thin upper lip vermilion,201
Cone-shaped epiphysis of the 1st metatarsal,202
Cardiorespiratory arrest,202
Diaphragmatic weakness,202
Delayed social development,202
Pointed ulnar metaphysis,202
Corner fragments of ulnar metaphysis,202
Cupped ulnar metaphysis,202
Spurred ulnar metaphysis,202
Sloping ulnar metaphysis,202
Abnormality of ulnar metaphysis,202
Tibialis atrophy,202
Distal lower limb amyotrophy,202
Punctate palmar hyperkeratosis,202
Palmar hyperkeratosis,202
Irregular ossification of the radial metaphysis,202
Proximal radial head dislocation,203
Anterolateral radial head dislocation,203
Dislocated radial head,203
Posterior radial head dislocation,203
Anterior radial head dislocation,203
Skin-picking,203
Head-banging,203
Neonatal asphyxia,203
Self-injurious behavior,203
Polydipsia,203
Vivid hallucinations,203
Hypnagogic hallucinations,203
Hypnopompic hallucinations,203
Hallucinations,203
Marked delay in bone age,203
Contractures involving the joints of the feet,203
Choroidal hemangioma,203
Circumungual hyperkeratosis,203
Dystonia,203
Hemidystonia,203
Hypodysplasia of the corpus callosum,203
Hypoplasia of the corpus callosum,203
Abnormality of the epiphyses of the elbow,204
Ulnar radial head dislocation,204
Absent ossification of capital femoral epiphysis,204
Multicentric ossification of proximal femoral epiphyses,204
Irregular epiphyses of the elbow,204
Chaddock reflex,204
Gordon reflex,204
Oppenheim reflex,204
Hair-pulling,204
Limb-girdle muscle weakness,204
Abnormal pyramidal sign,204
Auditory hallucinations,204
Symphalangism of the proximal phalanx of the 3rd finger with the 3rd metacarpal,204
Symphalangism of the proximal phalanx of the 4th finger with the 4th metacarpal,204
Symphalangism of the proximal phalanx of the 2nd finger with the 2nd metacarpal,204
Plantar flexion contractures,204
Septo-optic dysplasia,204
Paroxysmal dystonia,204
Short 4th metacarpal,204
Multiple lentigines,204
Limited wrist movement,204
Early ossification of capital femoral epiphyses,205
Delayed humeral epiphyseal ossification,205
Nail-biting,205
Self-mutilation,205
Self-biting,205
Progressive muscle weakness,205
Axial muscle weakness,205
Psychosis,205
Psychotic mentation,205
Unexplained fevers,205
Fever,205
Microphthalmia,205
Hamartoma of the eye,205
Facial myokymia,205
Lipoma of corpus callosum,205
Absent eyebrow,205
Limb muscle weakness,206
Wide ulnar metaphysis,206
Unilateral microphthalmos,206
Oculogyric crisis,206
Vaginal pruritus,206
Limited elbow movement,206
Short distal phalanx of the 5th finger,206
4-5 finger syndactyly,207
2-4 finger syndactyly,207
3-5 finger syndactyly,207
1-4 finger syndactyly,207
Osseous finger syndactyly,207
1-2 finger syndactyly,207
1-3 finger syndactyly,207
2-5 finger syndactyly,207
Abnormality of the epiphyses of the middle phalanges of the hand,207
Abnormality of the epiphysis of the middle phalanx of the 3rd finger,207
Abnormality of the epiphyses of the 3rd finger,207
Abnormality of the epiphyses of the phalanges of the hand,207
Pseudoepiphysis of the middle phalanx of the 3rd finger,207
Pseudoepiphyses of the middle phalanges of the hand,207
Pseudoepiphyses of the phalanges of the hand,207
Fragmentation of the epiphyses of the phalanges of the hand,207
Pseudoepiphyses of the 3rd finger,207
Fragmentation of the epiphyses of the 4th finger,207
Fragmentation of the epiphyses of the 2nd finger,207
Abnormality of the epiphyses of the 4th finger,207
Pseudoepiphyses of the 4th finger,207
Abnormality of the epiphysis of the middle phalanx of the 4th finger,207
Pseudoepiphysis of the middle phalanx of the 4th finger,207
Absent epiphyses of the 4th finger,207
Absent epiphyses of the 2nd finger,207
Abnormality of the epiphyses of the 2nd finger,207
Abnormality of the epiphysis of the middle phalanx of the 2nd finger,207
Bracket epiphyses of the 3rd finger,207
Bracket epiphyses of the phalanges of the hand,207
Fragmentation of the epiphysis of the middle phalanx of the 4th finger,207
Bracket epiphyses of the 2nd finger,207
Bracket epiphysis of the middle phalanx of the 4th finger,207
Fragmentation of the epiphyses of the middle phalanges of the hand,207
Bracket epiphysis of the middle phalanx of the 3rd finger,207
Delayed proximal femoral epiphyseal ossification,207
Bracket epiphyses of the middle phalanges of the hand,207
Fragmentation of the epiphyses of the 3rd finger,207
Fragmentation of the epiphysis of the middle phalanx of the 3rd finger,207
Bracket epiphysis of the middle phalanx of the 2nd finger,207
Bracket epiphyses of the 4th finger,207
Fragmentation of the epiphysis of the middle phalanx of the 2nd finger,207
Triangular epiphyses of the middle phalanges of the hand,207
Triangular epiphyses of the 2nd finger,207
Triangular epiphyses of the phalanges of the hand,207
Absent epiphysis of the middle phalanx of the 4th finger,207
Triangular epiphyses of the 4th finger,207
Absent epiphyses of the middle phalanges of the hand,207
Triangular epiphysis of the middle phalanx of the 2nd finger,207
Absent epiphyses of the phalanges of the hand,207
Finger syndactyly,207
Absent epiphysis of the middle phalanx of the 3rd finger,207
Absent epiphysis of the middle phalanx of the 2nd finger,207
Triangular epiphyses of the 3rd finger,207
Absent epiphyses of the 3rd finger,207
Triangular epiphysis of the middle phalanx of the 4th finger,207
Triangular epiphysis of the middle phalanx of the 3rd finger,207
Abdominal wall muscle weakness,207
Muscle flaccidity,207
Psychotic episodes,207
Transient psychotic episodes,207
Symphalangism of the proximal phalanx of the 5th finger with the 5th metacarpal,207
EMG: myopathic abnormalities,207
Torsion dystonia,207
Congenital palmoplantar keratodermia,207
Nonepidermolytic palmoplantar keratoderma,207
Palmoplantar keratoderma,207
Short proximal phalanx of thumb,207
1-5 finger syndactyly,208
Pectus excavatum of inferior sternum,208
Abnormality of the epiphyses of the 5th finger,208
Abnormality of the epiphysis of the middle phalanx of the 5th finger,208
Small epiphyses of the phalanges of the hand,208
Abnormality of the epiphyses of the proximal phalanges of the hand,208
Thin proximal phalanges with broad epiphyses of the hand,208
Cone-shaped capital femoral epiphysis,208
Pseudoepiphyses of the proximal phalanges of the hand,208
Pseudoepiphyses of the 5th finger,208
Pseudoepiphysis of the middle phalanx of the 5th finger,208
Absent epiphyses of the 5th finger,208
Abnormality of the epiphysis of the proximal phalanx of the 2nd finger,208
Pseudoepiphyses of the 2nd finger,208
Pseudoepiphysis of the middle phalanx of the 2nd finger,208
Small epiphyses of the 4th finger,208
Small epiphyses of the 3rd finger,208
Small epiphysis of the middle phalanx of the 4th finger,208
Small epiphyses of the middle phalanges of the hand,208
Small epiphysis of the middle phalanx of the 3rd finger,208
Absent epiphyses of the proximal phalanges of the hand,208
Abnormality of the epiphysis of the proximal phalanx of the 3rd finger,208
Absent epiphysis of the proximal phalanx of the 3rd finger,208
Absent epiphysis of the proximal phalanx of the 4th finger,208
Pseudoepiphysis of the proximal phalanx of the 3rd finger,208
Abnormality of the epiphysis of the proximal phalanx of the 4th finger,208
Pseudoepiphysis of the proximal phalanx of the 4th finger,208
Irregular epiphyses of the 2nd finger,208
Irregular epiphyses of the 4th finger,208
Absent epiphysis of the proximal phalanx of the 2nd finger,208
Irregular epiphysis of the middle phalanx of the 4th finger,208
Irregular epiphyses of the phalanges of the hand,208
Small epiphysis of the middle phalanx of the 2nd finger,208
Irregular epiphyses of the 3rd finger,208
Irregular epiphyses of the middle phalanges of the hand,208
Irregular epiphysis of the middle phalanx of the 3rd finger,208
Irregular epiphysis of the middle phalanx of the 2nd finger,208
Small epiphyses of the 2nd finger,208
Bracket epiphysis of the proximal phalanx of the 4th finger,208
Bracket epiphyses of the 5th finger,208
Fragmentation of the epiphysis of the middle phalanx of the 5th finger,208
Fragmentation of the epiphyses of the 5th finger,208
Bracket epiphysis of the middle phalanx of the 5th finger,208
Bracket epiphyses of the proximal phalanges of the hand,208
Fragmentation of the epiphysis of the proximal phalanx of the 2nd finger,208
Bracket epiphysis of the proximal phalanx of the 3rd finger,208
Fragmentation of the epiphyses of the proximal phalanges of the hand,208
Fragmentation of the epiphysis of the proximal phalanx of the 3rd finger,208
Bracket epiphysis of the proximal phalanx of the 2nd finger,208
Fragmentation of the epiphysis of the proximal phalanx of the 4th finger,208
Triangular epiphysis of the middle phalanx of the 5th finger,208
Pectus excavatum,208
Triangular epiphyses of the 5th finger,208
Triangular epiphysis of the proximal phalanx of the 3rd finger,208
Triangular epiphysis of the proximal phalanx of the 4th finger,208
Triangular epiphysis of the proximal phalanx of the 2nd finger,208
Absent epiphysis of the middle phalanx of the 5th finger,208
Triangular epiphyses of the proximal phalanges of the hand,208
Hypothalamic hypothyroidism,208
Beevor's sign,208
Hip flexor weakness,208
Pelvic girdle muscle weakness,208
Macular telangiectasia,208
Ulnar metaphyseal irregularity,208
Lisch nodules,208
Honeycomb palmoplantar keratoderma,208
Impaired distal proprioception,208
Limited wrist extension,208
Limited elbow flexion,208
Limited pronation/supination of forearm,208
Fixed elbow flexion,208
2-3 finger syndactyly,209
3-4 finger syndactyly,209
Osteoarthritis of the elbow,209
Enlarged epiphyses of the middle phalanges of the hand,209
